,XGB_CPU,LGBM
f25,0.123494393235,0.149555386307
f27,0.0769260478866,0.0833222521368
f26,0.0613626649498,0.0632609506996
f24,0.051986995318,0.0648513483868
f5,0.0507078610489,0.0617158439669
f22,0.0497036371278,0.0583977278823
f8,0.0442514503301,0.00659255667582
f21,0.0373555041988,0.0453888825465
f0,0.0371226440607,0.0484453073988
f3,0.0326452210445,0.0381937801009
f20,0.0322757730767,0.00379001035817
f12,0.0309451857169,0.00426802779962
f9,0.0300957606141,0.0356078482922
f16,0.0293499782756,0.00362645827786
f23,0.026566174602,0.0296494596803
f13,0.0264448195411,0.0303978191872
f17,0.0252301468198,0.0284043636973
f1,0.0238805791501,0.0259440543934
f6,0.0233996614914,0.0270309496382
f10,0.0221880346171,0.0244798153187
f14,0.0218235865996,0.0232529590882
f18,0.0215221954324,0.0230028011783
f11,0.0202592172794,0.0201116952631
f15,0.0201731188806,0.0201057639483
f4,0.0201260305016,0.0201024131121
f19,0.0201204634222,0.0203505630579
f7,0.0200614760001,0.0198898842603
f2,0.0199813787792,0.0202610773476
